25	516	1
25	678	2
25	684	3
25	692	1
25	807	3
25	1296	1
25	1628	1
25	1775	3
25	2081	1
25	2468	1
25	2549	2
25	2677	1
25	2913	1
25	3323	1
25	3683	1
25	4098	1
25	4271	1
25	4272	1
25	4329	1
25	4374	1
25	5825	1
25	5919	1
25	6005	1
35	177	1
35	678	1
35	1120	1
35	1259	1
35	1802	1
35	1889	1
35	2081	1
35	2549	1
35	2913	1
35	3060	1
35	3081	1
35	3788	1
35	4880	1
35	4956	1
35	5716	1
35	6036	2
35	6141	1
64	68	2
64	78	1
64	131	1
64	288	2
64	417	3
64	535	2
64	580	3
64	668	1
64	761	1
64	779	1
64	807	2
64	812	1
64	836	1
64	965	1
64	1145	1
64	1295	1
64	1333	1
64	1358	5
64	1788	1
64	1983	1
64	2081	3
64	2088	1
64	2278	2
64	2471	3
64	2511	1
64	2537	1
64	2549	1
64	2572	1
64	2799	1
64	2986	1
64	3081	1
64	3216	1
64	3491	1
64	3518	2
64	3519	1
64	3683	1
64	3768	1
64	3869	1
64	3987	2
64	4230	1
64	4271	2
64	4272	1
64	4428	1
64	4476	1
64	4608	2
64	4833	2
64	5014	1
64	5024	2
64	5026	1
64	5032	1
64	5168	1
64	5227	1
64	5233	1
64	5676	1
64	5712	1
64	5764	1
64	6081	2
64	6104	1
64	6105	1
64	6141	1
64	6223	2
68	131	1
68	266	1
68	288	1
68	428	1
68	436	1
68	535	2
68	580	2
68	612	3
68	645	1
68	648	3
68	654	2
68	661	1
68	668	1
68	761	1
68	779	1
68	807	2
68	810	1
68	836	1
68	858	1
68	1044	2
68	1145	3
68	1259	3
68	1295	1
68	1333	1
68	1358	3
68	1438	1
68	1564	1
68	1607	1
68	1624	1
68	1684	1
68	1733	1
68	1833	1
68	1870	1
68	1940	1
68	1947	1
68	1949	2
68	1971	2
68	2081	6
68	2213	1
68	2237	3
68	2271	1
68	2278	2
68	2396	2
68	2511	1
68	2549	3
68	2572	1
68	2774	2
68	2799	1
68	2868	1
68	2900	1
68	2986	1
68	3060	2
68	3081	1
68	3138	1
68	3215	1
68	3311	4
68	3345	1
68	3491	1
68	3506	1
68	3512	1
68	3518	5
68	3683	2
68	3730	1
68	3911	1
68	3934	3
68	3987	1
68	4072	1
68	4230	1
68	4271	3
68	4272	2
68	4506	2
68	4545	2
68	4556	2
68	4608	1
68	4790	1
68	4811	1
68	4833	5
68	4880	1
68	4925	1
68	5014	1
68	5024	2
68	5026	1
68	5233	1
68	5261	2
68	5297	1
68	5327	1
68	5334	1
68	5556	1
68	5568	3
68	5597	3
68	5708	1
68	5712	1
68	5764	1
68	6005	1
68	6105	2
68	6191	1
78	79	3
78	177	1
78	179	1
78	261	5
78	264	2
78	266	2
78	436	1
78	451	1
78	516	3
78	534	1
78	535	1
78	558	1
78	620	1
78	623	2
78	654	1
78	661	2
78	692	5
78	707	1
78	761	1
78	807	4
78	836	1
78	898	1
78	917	1
78	960	3
78	961	1
78	1020	2
78	1028	1
78	1044	3
78	1145	6
78	1174	1
78	1206	1
78	1247	1
78	1297	2
78	1438	1
78	1564	1
78	1638	3
78	1684	1
78	1730	1
78	1759	1
78	1776	2
78	1832	1
78	1922	1
78	1940	2
78	1949	1
78	2028	1
78	2033	2
78	2081	1
78	2146	3
78	2161	3
78	2278	2
78	2447	1
78	2451	2
78	2465	1
78	2467	2
78	2471	1
78	2474	1
78	2501	3
78	2549	14
78	2662	1
78	2723	1
78	2754	1
78	2759	2
78	2774	2
78	2791	4
78	2799	1
78	2900	1
78	2913	1
78	2915	1
78	3081	3
78	3125	1
78	3138	5
78	3291	1
78	3311	1
78	3323	1
78	3491	2
78	3518	1
78	3538	1
78	3544	1
78	3683	4
78	3730	1
78	3768	1
78	3788	2
78	3911	3
78	3987	1
78	4098	1
78	4108	1
78	4271	5
78	4272	7
78	4329	2
78	4421	1
78	4428	3
78	4545	1
78	4570	1
78	4608	1
78	4663	1
78	4683	2
78	4713	3
78	4741	1
78	4745	1
78	4819	2
78	4925	1
78	4989	1
78	5276	1
78	5330	1
78	5437	4
78	5446	1
78	5634	1
78	5708	1
78	5960	1
78	6005	4
78	6010	1
78	6081	4
78	6083	1
78	6223	4
79	261	3
79	266	1
79	516	2
79	645	1
79	661	1
79	692	2
79	761	2
79	807	1
79	960	2
79	961	1
79	1044	1
79	1145	1
79	1259	3
79	1443	1
79	1776	1
79	1832	1
79	1940	1
79	2033	1
79	2081	2
79	2146	1
79	2443	1
79	2474	1
79	2479	1
79	2549	5
79	2759	3
79	2774	1
79	2810	1
79	3076	1
79	3081	1
79	3325	1
79	3730	1
79	3911	1
79	4271	1
79	4272	4
79	4329	1
79	4401	2
79	4428	3
79	4681	1
79	4683	1
79	4713	2
79	4741	1
79	4811	1
79	4956	1
79	4966	1
79	5283	1
79	5330	1
79	5364	1
79	5446	1
79	5624	1
79	5634	1
79	5687	1
79	5716	1
79	5893	1
79	5933	1
79	6083	1
100	120	1
100	661	1
100	707	1
100	779	1
100	1140	1
100	1206	1
100	1438	1
100	1638	1
100	2117	1
100	2271	2
100	2549	1
100	2572	1
100	2595	1
100	3060	1
100	3076	1
100	3081	1
100	3311	1
100	3442	1
100	3480	1
100	3518	1
100	3683	1
100	4428	2
100	4570	1
100	4741	1
100	5302	1
100	5350	1
100	5534	1
100	6096	1
120	177	1
120	645	1
120	692	1
120	917	1
120	960	1
120	1140	1
120	1206	2
120	1638	1
120	1832	1
120	1884	1
120	2117	1
120	2468	2
120	2549	1
120	2791	1
120	2913	1
120	3325	1
120	3442	2
120	3518	1
120	3543	1
120	3734	1
120	4428	1
120	4531	2
120	4570	1
120	4741	1
120	4819	1
120	5233	1
120	5350	1
120	5534	1
120	5885	1
120	5893	1
120	6075	1
124	261	1
124	608	1
124	917	1
124	1044	1
124	1145	1
124	1341	1
124	1638	1
124	2191	1
124	2468	1
124	3060	1
124	3081	1
124	3518	1
124	3700	1
124	4676	1
124	4781	1
124	4912	1
124	6223	1
131	580	1
131	612	1
131	654	1
131	668	1
131	700	1
131	807	1
131	1145	1
131	1607	1
131	2237	2
131	2409	1
131	2868	1
131	3911	1
131	4094	1
131	4329	1
131	4428	1
131	4506	1
131	4556	1
131	5261	1
131	5624	1
131	5885	1
131	6262	1
154	161	3
154	261	1
154	288	1
154	700	1
154	733	1
154	961	1
154	1206	1
154	1628	2
154	2791	1
154	3311	1
154	3323	1
154	3345	1
154	3518	1
154	3538	1
154	4428	1
154	4570	1
154	5716	1
154	5885	1
154	5960	1
161	261	1
161	266	2
161	428	1
161	535	1
161	645	1
161	648	1
161	700	1
161	733	1
161	807	1
161	961	1
161	1206	1
161	1247	1
161	1532	1
161	1628	3
161	2468	1
161	2471	1
161	2549	1
161	2572	2
161	2791	1
161	2799	1
161	2949	1
161	3081	1
161	3323	2
161	3345	1
161	3518	2
161	3538	1
161	4108	1
161	4143	1
161	4230	1
161	4271	1
161	4272	1
161	4329	1
161	4428	1
161	4570	1
161	4790	1
161	5556	1
161	5597	1
161	5716	1
161	5885	1
161	5960	1
161	6067	1
161	6105	1
177	179	1
177	266	1
177	355	1
177	623	1
177	645	1
177	654	1
177	692	1
177	1259	1
177	1488	1
177	1574	1
177	1610	1
177	1618	1
177	1638	1
177	1759	2
177	1832	1
177	1889	1
177	1971	1
177	2030	1
177	2161	2
177	2300	2
177	2467	1
177	2468	1
177	2471	1
177	2549	2
177	2606	1
177	2797	1
177	2985	1
177	3311	2
177	3442	1
177	3491	2
177	3519	1
177	3708	1
177	3768	3
177	3788	2
177	3904	2
177	3923	1
177	4072	1
177	4077	1
177	4531	1
177	4562	1
177	4570	1
177	4601	1
177	4608	1
177	4663	1
177	4669	1
177	4817	1
177	4880	1
177	4912	1
177	4925	1
177	4927	1
177	5011	1
177	5330	1
